ds,y
2006-07-29,22.15555555555555
2006-07-30,19.327777777777783
2006-07-31,20.99444444444445
2006-08-01,21.016666666666666
2006-08-02,20.416666666666668
2006-08-03,17.13888888888889
2006-08-04,19.4
2006-08-05,16.461111111111112
2006-08-06,13.988888888888887
2006-08-07,15.144444444444442
2006-08-08,16.688888888888886
2006-08-09,15.072222222222225
2006-08-10,15.56111111111111
2006-08-11,17.25
2006-08-12,15.694444444444445
2006-08-13,16.733333333333334
2006-08-14,16.666666666666668
2006-08-15,17.711111111111112
2006-08-16,15.072222222222225
2006-08-17,19.35555555555556
2006-08-18,21.550000000000004
2006-08-19,22.600000000000005
2006-08-20,21.088888888888885
2006-08-21,21.966666666666672
2006-08-22,15.055555555555555
2006-08-23,15.02777777777778
2006-08-24,13.900000000000002
2006-08-25,17.061111111111114
2006-08-26,16.06666666666667
2006-08-27,14.07222222222222
2006-08-28,16.666666666666668
2006-08-29,13.872222222222222
2006-08-30,11.644444444444446
2006-08-31,12.22222222222222
2006-09-01,13.93888888888889
2006-09-02,11.688888888888888
2006-09-03,14.333333333333334
2006-09-04,18.98888888888889
2006-09-05,22.22222222222222
2006-09-06,16.455555555555556
2006-09-07,13.866666666666667
2006-09-08,16.666666666666668
2006-09-09,12.677777777777775
2006-09-10,9.816666666666668
2006-09-11,15.294444444444444
2006-09-12,12.15
2006-09-13,11.11111111111111
2006-09-14,16.922222222222224
2006-09-15,17.07222222222222
2006-09-16,19.188888888888894
2006-09-17,19.283333333333328
2006-09-18,17.75
2006-09-19,17.68888888888889
2006-09-20,16.666666666666668
2006-09-21,15.52777777777778
2006-09-22,13.194444444444445
2006-09-23,12.711111111111112
2006-09-24,14.305555555555555
2006-09-25,12.711111111111112
2006-09-26,16.43888888888889
2006-09-27,12.894444444444446
2006-09-28,15.394444444444446
2006-09-29,13.127777777777778
2006-09-30,13.77222222222222
2006-10-01,14.261111111111113
2006-10-02,15.38888888888889
2006-10-03,16.016666666666666
2006-10-04,17.666666666666668
2006-10-05,14.81666666666667
2006-10-06,11.67222222222222
2006-10-07,7.66111111111111
2006-10-08,9.305555555555555
2006-10-09,9.394444444444442
2006-10-10,8.283333333333331
2006-10-11,8.794444444444444
2006-10-12,11.688888888888888
2006-10-13,10.366666666666664
2006-10-14,8.238888888888887
2006-10-15,7.616666666666668
2006-10-16,8.355555555555554
2006-10-17,5.972222222222222
2006-10-18,0.5111111111111121
2006-10-19,5.972222222222222
2006-10-20,4.905555555555555
2006-10-21,8.905555555555557
2006-10-22,13.4
2006-10-23,12.2
2006-10-24,18.133333333333333
2006-10-25,16.455555555555556
2006-10-26,9.07777777777778
2006-10-27,10.02222222222222
2006-10-28,10.105555555555554
2006-10-29,8.916666666666664
2006-10-30,11.644444444444446
2006-10-31,-1.7555555555555555
2006-11-01,1.0166666666666655
2006-11-02,6.111111111111111
2006-11-03,-2.2222222222222223
2006-11-04,-3.311111111111112
2006-11-05,1.2055555555555566
2006-11-06,7.916666666666667
2006-11-07,9.4
2006-11-08,2.105555555555555
2006-11-09,4.01111111111111
2006-11-10,6.716666666666669
2006-11-11,-0.4777777777777774
2006-11-12,3.911111111111111
2006-11-13,3.916666666666665
2006-11-14,6.227777777777778
2006-11-15,7.916666666666667
2006-11-16,6.683333333333334
2006-11-17,6.25
2006-11-18,11.094444444444443
2006-11-19,9.422222222222224
2006-11-20,7.638888888888889
2006-11-21,7.266666666666666
2006-11-22,8.28888888888889
2006-11-23,8.311111111111112
2006-11-24,7.200000000000001
2006-11-25,5.227777777777776
2006-11-26,8.177777777777777
2006-11-27,5.944444444444446
2006-11-28,2.2222222222222223
2006-11-29,4.444444444444445
2006-11-30,5.3666666666666645
2006-12-01,6.572222222222221
2006-12-02,6.111111111111111
2006-12-03,-2.1333333333333333
2006-12-04,4.555555555555557
2006-12-05,7.122222222222222
2006-12-06,4.883333333333333
2006-12-07,6.577777777777779
2006-12-08,5.088888888888887
2006-12-09,7.244444444444444
2006-12-10,9.044444444444444
2006-12-11,1.872222222222221
2006-12-12,2.372222222222224
2006-12-13,0.5333333333333338
2006-12-14,-0.0722222222222216
2006-12-15,-1.0888888888888897
2006-12-16,-1.183333333333333
2006-12-17,-1.6222222222222231
2006-12-18,1.1111111111111112
2006-12-19,3.2888888888888896
2006-12-20,1.6888888888888884
2006-12-21,-0.4388888888888884
2006-12-22,0.6277777777777792
2006-12-23,-1.2722222222222217
2006-12-24,1.6944444444444429
2006-12-25,2.2499999999999982
2006-12-26,0.7444444444444464
2006-12-27,-5.844444444444444
2006-12-28,-5.0
2006-12-29,-4.305555555555555
2006-12-30,-3.3500000000000005
2006-12-31,-3.355555555555555
2007-01-01,-0.6500000000000009
2007-01-02,6.805555555555555
2007-01-03,1.7555555555555538
2007-01-04,0.7388888888888879
2007-01-05,2.894444444444445
2007-01-06,3.0388888888888883
2007-01-07,3.905555555555556
2007-01-08,1.7944444444444427
2007-01-09,6.644444444444445
2007-01-10,6.255555555555555
2007-01-11,4.561111111111112
2007-01-12,6.2333333333333325
2007-01-13,3.1666666666666683
2007-01-14,2.4833333333333325
2007-01-15,6.644444444444445
2007-01-16,1.594444444444443
2007-01-17,-1.094444444444444
2007-01-18,1.0888888888888897
2007-01-19,10.716666666666663
2007-01-20,8.383333333333335
2007-01-21,2.2666666666666657
2007-01-22,7.85
2007-01-23,4.400000000000001
2007-01-24,10.044444444444444
2007-01-25,0.4888888888888903
2007-01-26,-2.244444444444444
2007-01-27,-5.616666666666666
2007-01-28,-1.161111111111111
2007-01-29,2.7777777777777777
2007-01-30,2.2888888888888874
2007-01-31,4.466666666666666
2007-02-01,0.5555555555555556
2007-02-02,3.355555555555555
2007-02-03,-3.2222222222222228
2007-02-04,2.2888888888888874
2007-02-05,-2.244444444444444
2007-02-06,0.6722222222222227
2007-02-07,5.094444444444445
2007-02-08,5.027777777777776
2007-02-09,7.894444444444446
2007-02-10,0.0611111111111108
2007-02-11,7.611111111111112
2007-02-12,7.755555555555556
2007-02-13,7.33888888888889
2007-02-14,6.133333333333333
2007-02-15,2.2888888888888874
2007-02-16,6.066666666666667
2007-02-17,5.46111111111111
2007-02-18,2.1611111111111114
2007-02-19,-0.5999999999999991
2007-02-20,0.0611111111111108
2007-02-21,1.805555555555556
2007-02-22,7.755555555555556
2007-02-23,4.444444444444445
2007-02-24,0.5055555555555536
2007-02-25,-1.6388888888888884
2007-02-26,1.0888888888888897
2007-02-27,2.1722222222222203
2007-02-28,0.7888888888888899
2007-03-01,8.266666666666667
2007-03-02,6.005555555555556
2007-03-03,4.516666666666668
2007-03-04,7.266666666666666
2007-03-05,0.9722222222222222
2007-03-06,5.52777777777778
2007-03-07,7.66111111111111
2007-03-08,10.555555555555555
2007-03-09,7.783333333333331
2007-03-10,8.77222222222222
2007-03-11,7.733333333333334
2007-03-12,3.1944444444444446
2007-03-13,8.044444444444443
2007-03-14,4.861111111111111
2007-03-15,7.305555555555555
2007-03-16,6.2333333333333325
2007-03-17,3.3222222222222206
2007-03-18,9.511111111111113
2007-03-19,8.461111111111109
2007-03-20,7.433333333333334
2007-03-21,3.888888888888889
2007-03-22,-0.4777777777777774
2007-03-23,5.533333333333334
2007-03-24,5.044444444444443
2007-03-25,7.472222222222224
2007-03-26,8.261111111111111
2007-03-27,5.827777777777779
2007-03-28,5.372222222222224
2007-03-29,8.77222222222222
2007-03-30,7.294444444444445
2007-03-31,7.616666666666668
2007-04-01,6.55
2007-04-02,6.477777777777776
2007-04-03,4.883333333333333
2007-04-04,7.705555555555555
2007-04-05,6.71111111111111
2007-04-06,3.95
2007-04-07,7.249999999999998
2007-04-08,8.827777777777778
2007-04-09,4.549999999999999
2007-04-10,9.844444444444443
2007-04-11,9.788888888888888
2007-04-12,6.2333333333333325
2007-04-13,9.933333333333334
2007-04-14,8.472222222222221
2007-04-15,10.42222222222222
2007-04-16,11.733333333333333
2007-04-17,3.9611111111111126
2007-04-18,8.994444444444444
2007-04-19,9.005555555555556
2007-04-20,4.944444444444444
2007-04-21,8.61111111111111
2007-04-22,5.555555555555555
2007-04-23,3.0055555555555538
2007-04-24,7.205555555555555
2007-04-25,12.655555555555557
2007-04-26,12.47777777777778
2007-04-27,9.594444444444449
2007-04-28,9.088888888888889
2007-04-29,11.31111111111111
2007-04-30,11.016666666666666
2007-05-01,7.405555555555555
2007-05-02,7.083333333333333
2007-05-03,8.638888888888888
2007-05-04,13.866666666666667
2007-05-05,13.91111111111111
2007-05-06,15.52777777777778
2007-05-07,13.361111111111107
2007-05-08,12.4
2007-05-09,13.355555555555554
2007-05-10,10.605555555555558
2007-05-11,12.894444444444446
2007-05-12,17.433333333333334
2007-05-13,11.71111111111111
2007-05-14,19.21666666666667
2007-05-15,18.311111111111103
2007-05-16,14.444444444444445
2007-05-17,13.15
2007-05-18,13.283333333333331
2007-05-19,10.761111111111113
2007-05-20,14.538888888888891
2007-05-21,17.16111111111111
2007-05-22,19.561111111111103
2007-05-23,16.34444444444445
2007-05-24,18.594444444444445
2007-05-25,17.82777777777778
2007-05-26,16.183333333333334
2007-05-27,19.566666666666663
2007-05-28,19.21111111111111
2007-05-29,16.688888888888886
2007-05-30,13.800000000000002
2007-05-31,11.138888888888888
2007-06-01,12.155555555555557
2007-06-02,15.583333333333334
2007-06-03,14.494444444444447
2007-06-04,17.77777777777778
2007-06-05,16.188888888888886
2007-06-06,17.755555555555556
2007-06-07,16.71666666666667
2007-06-08,16.11111111111111
2007-06-09,18.311111111111103
2007-06-10,16.183333333333334
2007-06-11,18.377777777777776
2007-06-12,16.805555555555557
2007-06-13,16.255555555555553
2007-06-14,18.28888888888889
2007-06-15,20.05
2007-06-16,21.605555555555554
2007-06-17,17.733333333333334
2007-06-18,19.383333333333333
2007-06-19,17.5
2007-06-20,18.40555555555555
2007-06-21,22.322222222222223
2007-06-22,18.45
2007-06-23,22.800000000000004
2007-06-24,17.200000000000003
2007-06-25,20.46111111111111
2007-06-26,21.25555555555556
2007-06-27,17.17777777777778
2007-06-28,16.116666666666664
2007-06-29,12.95
2007-06-30,15.538888888888888
2007-07-01,14.911111111111111
2007-07-02,18.850000000000005
2007-07-03,20.716666666666672
2007-07-04,21.18333333333333
2007-07-05,13.355555555555554
2007-07-06,15.02777777777778
2007-07-07,15.744444444444447
2007-07-08,17.805555555555557
2007-07-09,20.477777777777774
2007-07-10,22.24444444444445
2007-07-11,13.244444444444447
2007-07-12,15.438888888888888
2007-07-13,12.82777777777778
2007-07-14,16.605555555555554
2007-07-15,20.055555555555557
2007-07-16,20.46666666666667
2007-07-17,22.15555555555555
2007-07-18,22.73888888888889
2007-07-19,23.916666666666668
2007-07-20,26.43888888888889
2007-07-21,23.01666666666667
2007-07-22,22.73333333333333
2007-07-23,26.416666666666668
2007-07-24,23.86666666666666
2007-07-25,18.84444444444445
2007-07-26,15.444444444444445
2007-07-27,15.555555555555555
2007-07-28,20.25
2007-07-29,24.255555555555556
2007-07-30,18.33888888888889
2007-07-31,13.93888888888889
2007-08-01,13.916666666666664
2007-08-02,13.877777777777776
2007-08-03,17.62222222222222
2007-08-04,18.266666666666666
2007-08-05,14.355555555555558
2007-08-06,20.438888888888894
2007-08-07,19.261111111111116
2007-08-08,18.33888888888889
2007-08-09,21.05
2007-08-10,22.066666666666663
2007-08-11,19.261111111111116
2007-08-12,18.84444444444445
2007-08-13,18.916666666666668
2007-08-14,18.79444444444444
2007-08-15,18.916666666666668
2007-08-16,19.98333333333333
2007-08-17,23.216666666666672
2007-08-18,23.75
2007-08-19,21.977777777777774
2007-08-20,23.061111111111117
2007-08-21,19.261111111111116
2007-08-22,21.48333333333333
2007-08-23,23.311111111111103
2007-08-24,26.6
2007-08-25,25.32777777777778
2007-08-26,23.238888888888887
2007-08-27,20.383333333333333
2007-08-28,18.8
2007-08-29,20.13888888888889
2007-08-30,17.061111111111114
2007-08-31,16.644444444444446
2007-09-01,17.733333333333334
2007-09-02,16.06111111111111
2007-09-03,12.622222222222222
2007-09-04,13.805555555555555
2007-09-05,11.161111111111111
2007-09-06,8.916666666666664
2007-09-07,7.777777777777778
2007-09-08,8.56111111111111
2007-09-09,12.405555555555557
2007-09-10,12.116666666666667
2007-09-11,12.916666666666666
2007-09-12,10.577777777777776
2007-09-13,12.755555555555556
2007-09-14,12.527777777777777
2007-09-15,11.511111111111113
2007-09-16,13.844444444444443
2007-09-17,13.844444444444443
2007-09-18,18.75555555555556
2007-09-19,15.444444444444445
2007-09-20,7.733333333333334
2007-09-21,6.022222222222224
2007-09-22,6.688888888888888
2007-09-23,8.127777777777778
2007-09-24,8.822222222222223
2007-09-25,8.77222222222222
2007-09-26,10.516666666666667
2007-09-27,14.400000000000002
2007-09-28,14.383333333333333
2007-09-29,11.622222222222224
2007-09-30,10.905555555555557
2007-10-01,12.088888888888889
2007-10-02,11.57777777777778
2007-10-03,13.28888888888889
2007-10-04,12.68888888888889
2007-10-05,13.455555555555556
2007-10-06,16.6
2007-10-07,11.011111111111113
2007-10-08,8.472222222222221
2007-10-09,6.622222222222224
2007-10-10,11.455555555555556
2007-10-11,12.17777777777778
2007-10-12,12.244444444444444
2007-10-13,11.638888888888893
2007-10-14,3.633333333333333
2007-10-15,-0.0444444444444434
2007-10-16,2.127777777777777
2007-10-17,2.1722222222222203
2007-10-18,4.305555555555555
2007-10-19,10.533333333333337
2007-10-20,3.355555555555555
2007-10-21,2.922222222222221
2007-10-22,5.583333333333332
2007-10-23,8.838888888888887
2007-10-24,6.161111111111113
2007-10-25,6.688888888888888
2007-10-26,6.500000000000002
2007-10-27,8.28888888888889
2007-10-28,7.750000000000002
2007-10-29,10.050000000000002
2007-10-30,10.0
2007-10-31,8.988888888888889
2007-11-01,9.949999999999998
2007-11-02,2.755555555555556
2007-11-03,7.5166666666666675
2007-11-04,7.399999999999999
2007-11-05,5.044444444444443
2007-11-06,-0.4166666666666667
2007-11-07,3.338888888888888
2007-11-08,5.622222222222221
2007-11-09,4.61111111111111
2007-11-10,4.444444444444445
2007-11-11,3.838888888888887
2007-11-12,7.172222222222221
2007-11-13,2.7777777777777777
2007-11-14,-1.4555555555555562
2007-11-15,2.7333333333333343
2007-11-16,1.6444444444444448
2007-11-17,1.0388888888888874
2007-11-18,1.1111111111111112
2007-11-19,1.6944444444444429
2007-11-20,3.250000000000001
2007-11-21,-0.0499999999999999
2007-11-22,0.0500000000000019
2007-11-23,2.805555555555554
2007-11-24,5.027777777777776
2007-11-25,1.8222222222222229
2007-11-26,5.050000000000002
2007-11-27,0.0500000000000019
2007-11-28,-0.4888888888888883
2007-11-29,-4.4944444444444445
2007-11-30,-2.855555555555556
2007-12-01,-1.6166666666666667
2007-12-02,1.1166666666666656
2007-12-03,3.355555555555555
2007-12-04,5.627777777777779
2007-12-05,1.2666666666666673
2007-12-06,-2.361111111111111
2007-12-07,-0.4777777777777774
2007-12-08,3.5388888888888874
2007-12-09,4.372222222222221
2007-12-10,3.9833333333333343
2007-12-11,5.0
2007-12-12,4.394444444444442
2007-12-13,4.394444444444442
2007-12-14,-2.177777777777779
2007-12-15,-4.53888888888889
2007-12-16,-2.727777777777778
2007-12-17,-1.6888888888888884
2007-12-18,-3.355555555555555
2007-12-19,-8.677777777777779
2007-12-20,-4.977777777777778
2007-12-21,-3.333333333333333
2007-12-22,-4.466666666666666
2007-12-23,-5.027777777777778
2007-12-24,-3.938888888888889
2007-12-25,-4.444444444444445
2007-12-26,-3.377777777777777
2007-12-27,-3.888888888888889
2007-12-28,-4.377777777777776
2007-12-29,-4.933333333333333
2007-12-30,-5.605555555555556
2007-12-31,-5.672222222222223
2008-01-01,-5.5777777777777775
2008-01-02,-6.111111111111111
2008-01-03,-3.938888888888889
2008-01-04,-4.561111111111112
2008-01-05,-9.05
2008-01-06,-2.7999999999999994
2008-01-07,0.0
2008-01-08,-0.5999999999999991
2008-01-09,-1.8666666666666665
2008-01-10,-2.2222222222222223
2008-01-11,-2.333333333333333
2008-01-12,2.177777777777779
2008-01-13,1.6000000000000014
2008-01-14,1.93888888888889
2008-01-15,1.1111111111111112
2008-01-16,0.4388888888888884
2008-01-17,2.7333333333333343
2008-01-18,4.3277777777777775
2008-01-19,0.5111111111111121
2008-01-20,6.161111111111113
2008-01-21,4.4555555555555575
2008-01-22,2.338888888888889
2008-01-23,3.2833333333333314
2008-01-24,-3.494444444444444
2008-01-25,-2.2222222222222223
2008-01-26,-2.75
2008-01-27,0.1222222222222216
2008-01-28,6.683333333333334
2008-01-29,-4.561111111111112
2008-01-30,1.1111111111111112
2008-01-31,1.6888888888888884
2008-02-01,0.6500000000000009
2008-02-02,4.400000000000001
2008-02-03,4.422222222222223
2008-02-04,3.122222222222221
2008-02-05,6.600000000000001
2008-02-06,1.477777777777776
2008-02-07,7.244444444444444
2008-02-08,3.2611111111111097
2008-02-09,3.722222222222224
2008-02-10,-2.066666666666666
2008-02-11,-2.4277777777777785
2008-02-12,-2.9444444444444446
2008-02-13,-3.5388888888888896
2008-02-14,-3.9777777777777774
2008-02-15,1.161111111111113
2008-02-16,-6.011111111111111
2008-02-17,-7.399999999999999
2008-02-18,-4.927777777777779
2008-02-19,1.772222222222221
2008-02-20,-1.5444444444444452
2008-02-21,-0.0944444444444453
2008-02-22,0.6555555555555554
2008-02-23,4.500000000000001
2008-02-24,4.61111111111111
2008-02-25,6.016666666666666
2008-02-26,6.561111111111113
2008-02-27,5.994444444444444
2008-02-28,6.77777777777778
2008-02-29,2.0388888888888896
2008-03-01,9.02777777777778
2008-03-02,6.783333333333334
2008-03-03,9.97777777777778
2008-03-04,8.88888888888889
2008-03-05,4.349999999999999
2008-03-06,3.238888888888888
2008-03-07,5.205555555555554
2008-03-08,5.533333333333334
2008-03-09,4.422222222222223
2008-03-10,5.5444444444444425
2008-03-11,4.633333333333336
2008-03-12,7.688888888888891
2008-03-13,9.377777777777778
2008-03-14,3.333333333333333
2008-03-15,7.799999999999999
2008-03-16,2.333333333333335
2008-03-17,10.455555555555556
2008-03-18,7.127777777777776
2008-03-19,-0.038888888888889
2008-03-20,-2.0500000000000007
2008-03-21,-2.1722222222222225
2008-03-22,6.622222222222224
2008-03-23,4.3277777777777775
2008-03-24,5.533333333333334
2008-03-25,2.705555555555554
2008-03-26,0.4888888888888903
2008-03-27,0.4611111111111101
2008-03-28,7.711111111111112
2008-03-29,7.733333333333334
2008-03-30,8.038888888888888
2008-03-31,5.466666666666669
2008-04-01,6.383333333333335
2008-04-02,7.266666666666666
2008-04-03,6.177777777777776
2008-04-04,7.194444444444446
2008-04-05,8.355555555555554
2008-04-06,6.133333333333333
2008-04-07,4.994444444444445
2008-04-08,5.438888888888888
2008-04-09,10.9
2008-04-10,12.238888888888887
2008-04-11,13.816666666666666
2008-04-12,16.5
2008-04-13,8.311111111111112
2008-04-14,7.105555555555555
2008-04-15,10.394444444444446
2008-04-16,8.399999999999999
2008-04-17,7.194444444444446
2008-04-18,9.444444444444445
2008-04-19,10.455555555555556
2008-04-20,12.422222222222222
2008-04-21,12.17222222222222
2008-04-22,13.77222222222222
2008-04-23,11.11111111111111
2008-04-24,9.949999999999998
2008-04-25,6.133333333333333
2008-04-26,9.35
2008-04-27,8.32777777777778
2008-04-28,9.31111111111111
2008-04-29,7.266666666666666
2008-04-30,11.716666666666669
2008-05-01,13.333333333333334
2008-05-02,11.183333333333334
2008-05-03,7.899999999999999
2008-05-04,9.4
2008-05-05,11.522222222222224
2008-05-06,9.927777777777775
2008-05-07,12.505555555555553
2008-05-08,7.316666666666667
2008-05-09,13.06666666666667
2008-05-10,11.622222222222224
2008-05-11,7.305555555555555
2008-05-12,7.733333333333334
2008-05-13,9.905555555555557
2008-05-14,11.177777777777775
2008-05-15,13.766666666666667
2008-05-16,14.400000000000002
2008-05-17,17.883333333333333
2008-05-18,16.688888888888886
2008-05-19,17.03888888888889
2008-05-20,18.194444444444443
2008-05-21,16.038888888888888
2008-05-22,15.38888888888889
2008-05-23,13.733333333333333
2008-05-24,11.277777777777777
2008-05-25,13.961111111111112
2008-05-26,15.02222222222222
2008-05-27,18.65555555555555
2008-05-28,17.77777777777778
2008-05-29,18.883333333333333
2008-05-30,17.07777777777778
2008-05-31,18.327777777777776
2008-06-01,19.77777777777777
2008-06-02,15.68888888888889
2008-06-03,19.322222222222223
2008-06-04,17.866666666666664
2008-06-05,17.82777777777778
2008-06-06,16.644444444444446
2008-06-07,16.644444444444446
2008-06-08,16.6
2008-06-09,15.483333333333333
2008-06-10,17.17777777777778
2008-06-11,16.666666666666668
2008-06-12,18.33333333333333
2008-06-13,17.194444444444443
2008-06-14,13.816666666666666
2008-06-15,13.311111111111112
2008-06-16,11.644444444444446
2008-06-17,16.666666666666668
2008-06-18,17.733333333333334
2008-06-19,17.566666666666666
2008-06-20,16.644444444444446
2008-06-21,18.433333333333337
2008-06-22,19.35
2008-06-23,21.64444444444444
2008-06-24,21.55555555555556
2008-06-25,22.68333333333333
2008-06-26,23.177777777777777
2008-06-27,23.66111111111111
2008-06-28,20.87222222222222
2008-06-29,16.805555555555557
2008-06-30,20.92777777777778
2008-07-01,20.32222222222222
2008-07-02,20.34444444444445
2008-07-03,22.022222222222226
2008-07-04,19.994444444444444
2008-07-05,20.97222222222222
2008-07-06,15.02777777777778
2008-07-07,17.83888888888889
2008-07-08,22.58888888888889
2008-07-09,15.994444444444444
2008-07-10,18.72222222222222
2008-07-11,16.06666666666667
2008-07-12,19.95
